First Name,Middle Name,Last Name,Suffix,DOB,SSN,Gender,DL State,DL Number,House Number,Street Address,Apartment,City,State,Zip,Zip4,Phone Number,#Phone Numbers,Address Finder,Current Address Match,Discovered Drivers,Driving Experience,Email,HSI Score,HSI Description,IID Indicator,Length Of Residency,Marital Status,Own/Rent Indicator,Parking Type,Parking Capacity,Watercraft,Number of ADD Selected subjects,ADD First Name1,ADD Last Name1,ADD First Name2,ADD Last Name2,ADD First Name3,ADD Last Name3,ADD First Name4,ADD Last Name4,ADD First Name5,ADD Last Name5, Number of CC Selected subjects,CC First Name1,CC Last Name1,CC First Name2,CC Last Name2,CC First Name3,CC Last Name3,CC First Name4,CC Last Name4,CC First Name5,CC Last Name5,Number of CC selected vehicles,Number of VIN Report selected vehicles
WILLIAM,W,MILES,,7/14/1954,666707937,Male,AK,7011998,1275,HESS AVE,,FAIRBANKS,AK,99709,3800,9072294577,2,X,TRUE,2,620,1,5,PROBABLE PROP OWNER EVER,Y,620,S,N,,0,,2,DAVID,MILES,MARYANN,MILES,,,,,,,3,WILLIAM,MILES,MARYANN,MILES,DAVID,MILES,,,,,3,3
HEATHER,K,JOENS,,3/25/1976,666658038,Female,AK,6843887,2065,KATHLEEN RD,,FAIRBANKS,AK,99712,3236,9072096271,2,X,TRUE,2,360,1,2,OWNED BY ANOTHER,,359,M,N,,0,,2,JEANNE,JOENS,SUSAN,NUMSGE,,,,,,,3,HEATHER,JOENS,SUSAN,NUMSGE,JEANNE,JOENS,,,,,3,3
MILDRED,L,SHERMAN,,7/22/1967,666595113,Female,AK,6765734,505,KENTSHIRE DR,,FAIRBANKS,AK,99709,2465,9072271160,2,X,TRUE,3,464,1,,UNKNOWN (SUBJECT FOUND PERSON ,,463,W,,,0,,3,KIMBERLY,SHERMAN,RICHARD,SHERMAN,VICTORIA,DIOW,,,,,10,MILDRED,SHERMAN,VICTORIA,DIOW,KIMBERLY,SHERMAN,MILDRED,SHERMAN,RICHARD,SHERMAN,4,5
SHAWNA,MARIE,DUNLAVY,,4/1/1966,666449301,Female,AK,6473467,1092,LAKEVIEW TER,,FAIRBANKS,AK,99701,7718,9072279105,2,X,TRUE,2,479,1,,UNKNOWN (SUBJECT FOUND PERSON ,,479,,,,0,,2,JOHNNETTE,DUNLAVY,ERIK,HEXRIN,,,,,,,,,,,,,,,,,,,4
JEFFREY,,BABCOCK,,10/4/1971,666303630,Male,AK,5889061,2117,LISGA ST,,FAIRBANKS,AK,99701,6060,9072099137,2,X,TRUE,2,413,1,5,PROBABLE PROP OWNER EVER,,413,S,N,,0,,2,JANET,BABCOCK,NATHANIAL,PIDTUS,,,,,,,3,JEFFREY,BABCOCK,JANET,BABCOCK,NATHANIAL,PIDTUS,,,,,3,4
AMANDA,,BUCZKOWSKI,,11/20/1969,666317514,Female,AK,6401447,1303,OCONNOR RD,42,FAIRBANKS,AK,99701,1550,9072000888,2,X,TRUE,10,436,1,3,FAMILY OWNED,Y,435,M,Y,,0,,10,BRUCE,BUCZKOWSKI,CHERYL,BUCZKOWSKI,CHRISTOPHER,BUCZKOWSKI,CLARA,BUCZKOWSKI,CONNIE,BUCZKOWSKI,11,AMANDA,BUCZKOWSKI,LINDA,BUCZKOWSKI,WALTER,BUCZKOWSKI,PEGGY,BUCZKOWSKI,BRUCE,BUCZKOWSKI,12,14
ROSETTA,J,EASTON,,1/6/1972,666230442,Female,AK,6546676,710,OCONNOR RD,,FAIRBANKS,AK,99701,2866,9072277480,2,X,TRUE,2,410,1,,UNKNOWN (SUBJECT FOUND PERSON ,,410,U,,,0,,2,JACQUELINE,EASTON,ERICA,DITADTS,,,,,,,3,ROSETTA,EASTON,JACQUELINE,EASTON,ERICA,DITADTS,,,,,5,5
GERARD,,ODUBOIS,,2/28/1938,666394608,Male,AK,6926371,440,OLD RICHARDSON HWY,,FAIRBANKS,AK,99701,7608,9072295116,2,X,TRUE,2,817,1,6,CURRENT HOMEOWNER,,816,S,Y,,0,,2,SARAH,ODUBOIS,DARRELL,SWIQH,,,,,,,3,GERARD,ODUBOIS,DARRELL,SWIQH,SARAH,ODUBOIS,,,,,3,3
CHARLES,M,BUCHANAN,,8/14/1966,666492192,Male,AK,7092693,5015,PALO VERDE AVE,,FAIRBANKS,AK,99709,3128,9072006154,2,X,TRUE,2,475,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,475,W,,,0,,2,VICTORIA,BUCHANAN,DARRYL,NEHHIX,,,,,,,3,CHARLES,BUCHANAN,DARRYL,NEHHIX,VICTORIA,BUCHANAN,,,,,3,3
DAHL,,JPHILLIPS,,5/23/1951,666050226,Female,AK,6849636,1043,PASQUE ST,,FAIRBANKS,AK,99712,2241,9072008128,2,X,TRUE,1,658,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,657,S,,,0,,1,LINDSEY,SMAMM,,,,,,,,,2,DAHL,JPHILLIPS,LINDSEY,SMAMM,,,,,,,2,3
BARRIOS,,COLLINS,,4/14/1962,666533517,Male,AK,6436773,,PO BOX 10585,,FAIRBANKS,AK,99710,585,9072002773,2,X,,0,527,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,U,,,0,,0,,,,,,,,,,,4,BARRIOS,COLLINS,CONNIE,COLLINS,LINDA,CASADSON,SCOTT,COLLINS,,,5,4
RIAN,J,BLOUGH,,1/1/1948,666456528,Male,AK,5700961,,PO BOX 58458,,FAIRBANKS,AK,99711,458,9072275093,2,X,,0,698,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,12,RIAN,BLOUGH,DONALD,BLOUGH,JOYCE,MIDNEN,DORIS,RAJSIN,JILL,XEDMAR,25,25
CAMI,L,OLHAUSEN,,10/11/1936,666438099,Female,AK,6990972,,PO BOX 58504,,FAIRBANKS,AK,99711,504,9072005001,2,X,,0,833,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,CAMI,OLHAUSEN,CHERYL,OLHAUSEN,ANGIE,WEGOFIN,,,,,3,3
RICHARD,R,CHUD,,1/1/1911,666019239,Male,AK,6925553,,PO BOX 60044,,FAIRBANKS,AK,99706,44,9072275278,2,X,,0,1142,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,RICHARD,CHUD,SUSANA,NEUEKA,JOANNA,CHUD,,,,,4,5
DONNA,M,BOUTWELL,,10/20/1963,666313761,Female,AK,6793423,,PO BOX 60103,,FAIRBANKS,AK,99706,103,9072091287,2,X,,0,509,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,W,,,0,,0,,,,,,,,,,,6,DONNA,BOUTWELL,SANDRA,DAQMILDS,DONNA,BOUTWELL,SANDRA,DAQMILDS,DONNA,BOUTWELL,3,3
PHILLIP,,BOUDRIE,,1/26/1937,666545010,Male,AK,7032564,,PO BOX 61197,,FAIRBANKS,AK,99706,1197,9072273889,2,X,,0,830,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,PHILLIP,BOUDRIE,PAMELA,XUGRIN,ROY,BOUDRIE,,,,,4,5
VACHELLE,R,MCKINNEY,,7/10/1973,666723639,Female,AK,6917488,,PO BOX 70762,,FAIRBANKS,AK,99707,762,9072293040,2,X,,0,392,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,6,VACHELLE,MCKINNEY,DOUGLAS,LOGAM,MADGE,MCKINNEY,VACHELLE,MCKINNEY,DOUGLAS,LOGAM,7,7
MIKE,T,ADRESEN,,10/11/1945,666243681,Male,AK,6477560,,PO BOX 73187,,FAIRBANKS,AK,99707,3187,9072270993,2,X,,0,725,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,6,MIKE,ADRESEN,BARBARA,ADRESEN,WILLIAM,CERBLALL,MIKE,ADRESEN,BARBARA,ADRESEN,4,4
MIKE,,BALDRIDGE,JR,3/21/1958,666024327,Male,AK,632466,,PO BOX 74491,,FAIRBANKS,AK,99707,4491,9072271004,2,X,,0,576,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,2,MIKE,BALDRIDGE,SHARON,DIFADS,,,,,,,3,3
TERRY,,DAWSON,,4/8/1970,666574506,Male,AK,6274657,,PO BOX 80104,,FAIRBANKS,AK,99708,104,9072291437,2,X,,0,431,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,4,TERRY,DAWSON,EARL,DAWSON,JESSICA,BIGSIN,MICHELLE,DAWSON,,,5,4
CARLYN,V,BRANT,,12/18/1970,666423918,Female,AK,5140330,,PO BOX 80139,,FAIRBANKS,AK,99708,139,9072005247,2,X,,0,423,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,CARLYN,BRANT,TONY,FESSR,BARBARA,BRANT,,,,,3,3
LYNN,D,RACKER,,4/4/1965,666033312,Female,AK,7075791,,PO BOX 80384,,FAIRBANKS,AK,99708,384,9072237409,2,X,,0,491,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,S,,,0,,0,,,,,,,,,,,3,LYNN,RACKER,SCOTT,VAGUBH,AARON,RACKER,,,,,3,4
BRIAN,,BARR,,6/26/1947,666074457,Male,AK,6368557,,PO BOX 80590,,FAIRBANKS,AK,99708,590,9072004384,2,X,,0,705,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,3,BRIAN,BARR,CARLETON,SIXMA,AARON,BARR,,,,,3,5
ALDORA,,BAST,,5/1/1950,666372978,Female,AK,6977147,,PO BOX 81784,,FAIRBANKS,AK,99708,1784,9072000456,0,X,,0,0,0,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
JIMMY,D,HILDRETH,,2/10/1946,666279555,Male,AK,6744791,,PO BOX 82174,,FAIRBANKS,AK,99708,2174,9072230042,2,X,,1,721,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,1,SHANNON,HILDRETH,,,,,,,,,3,JIMMY,HILDRETH,DALE,HILDRETH,SHANNON,HILDRETH,,,,,4,4
BEVERLY,,DOLL,,5/23/1964,666612105,Female,AK,7030857,,PO BOX 82261,,FAIRBANKS,AK,99708,2261,9072003465,2,X,,0,502,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,4,BEVERLY,DOLL,MILDRED,DOLL,THERESA,WEMFES,CHERYL,DOLL,,,4,4
SARAH,,GRANESE,,7/15/1962,666260583,Female,AK,7230664,,PO BOX 82973,,FAIRBANKS,AK,99708,2973,9072278443,2,X,,0,524,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,3,SARAH,GRANESE,PAMELA,BRFDETH,PATRICIA,GRANESE,,,,,3,5
SANDRA,,CHEEK,,1/1/1930,666351411,Female,AK,7112356,,PO BOX 83610,,FAIRBANKS,AK,99708,3610,9072278226,2,X,,0,914,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,W,,,0,,0,,,,,,,,,,,13,SANDRA,CHEEK,SHIRLEY,CHEEK,HELLEN,XIIG,WM,CHEEK,SANDRA,CHEEK,4,5
JOSEPH,N,FOUTS,,12/9/1956,666482787,Male,AK,6704562,,PO BOX 84136,,FAIRBANKS,AK,99708,4136,9072231888,2,X,,0,591,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,11,JOSEPH,FOUTS,CARRIE,FOUTS,ADDY,FOUTS,PAULA,FOUTS,BARRY,FOUTS,11,12
ROBERT,L,BRANSON,,1/1/1975,666271146,Male,AK,7113163,302,RAMBLING RD,,FAIRBANKS,AK,99712,1502,9072276021,2,X,TRUE,3,374,1,2,OWNED BY ANOTHER,,374,M,N,,0,,3,JOAN,BRANSON,MACEY,BRANSON,MARK,BOCCGES,,,,,4,ROBERT,BRANSON,JOAN,BRANSON,MARK,BOCCGES,MACEY,BRANSON,,,4,6
BENJAMIN,F,PATTERSON,,6/17/1930,666497154,Male,AK,7001821,3284,RIVERVIEW DR,,FAIRBANKS,AK,99709,4740,9072003018,2,X,TRUE,1,909,1,6,CURRENT HOMEOWNER,Y,909,S,Y,GARAGE,2,,1,HANNAH,PATTERSON,,,,,,,,,2,BENJAMIN,PATTERSON,HANNAH,PATTERSON,,,,,,,2,2
BETTY,L,BARTHOLOMEW,,7/18/1950,990502468,Female,AK,7104655,2727,RIVERVIEW DR,,FAIRBANKS,AK,99709,4806,9072299480,1,,TRUE,0,666,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
SANUEL,C,WRIGHT,,1/1/1969,666126849,Male,AK,6978740,1502,SPRING GLADE RD,,FAIRBANKS,AK,99709,6891,9072278390,2,X,TRUE,10,446,1,,UNKNOWN (SUBJECT FOUND PERSON ,,446,M,,,0,,10,ALFRED,WRIGHT,DIANE,WRIGHT,GLEN,WRIGHT,JANICE,WRIGHT,JERRY,WRIGHT,11,SANUEL,WRIGHT,JANICE,WRIGHT,GLEN,WRIGHT,JERRY,WRIGHT,KRIS,WRIGHT,11,14
RUSSELL,ROBERT,THOMAS,,4/1/1972,666349524,Male,AK,6515398,26,STEELHEAD RD,,FAIRBANKS,AK,99709,3201,9072277752,2,X,TRUE,2,407,1,6,CURRENT HOMEOWNER,,407,S,Y,,0,,2,JACK,THOMAS,ROBERT,THOMAS,,,,,,,3,RUSSELL,THOMAS,ROBERT,THOMAS,JACK,THOMAS,,,,,3,4
SEAN,T,WALD,,12/13/1952,666121767,Male,AK,6508131,850,UNION DR,,FAIRBANKS,AK,99709,6866,9072278703,2,X,TRUE,1,639,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,639,S,,,0,,1,DAVID,WALD,,,,,,,,,2,SEAN,WALD,DAVID,WALD,,,,,,,2,3
CYNTHIA,L,STEVENSON,,9/26/1972,666685938,Female,AK,7008563,1733,UNIVERSITY AVE S,,FAIRBANKS,AK,99709,4940,9072008043,2,X,TRUE,1,402,1,,UNKNOWN (SUBJECT FOUND PERSON ,,401,S,,,0,,1,DANYA,STEVENSON,,,,,,,,,3,CYNTHIA,STEVENSON,JAMES,WUMF,DANYA,STEVENSON,,,,,4,5
BRIAN,PATRICK,BERRY,,10/22/1922,666107961,Male,AK,6486949,,PO BOX 31021,,FORT GREELY,AK,99731,1021,9072004396,2,X,,0,1001,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,S,,,0,,0,,,,,,,,,,,2,BRIAN,BERRY,RAYMOND,LAQEMO,,,,,,,2,3
RICHARD,,EVANS,JR,5/23/1967,666327615,Male,AK,7051094,221,AKUTAN AVE,B,FORT RICHARDSON,AK,99505,1327,9072297191,2,X,FALSE,0,466,1,6,CURRENT HOMEOWNER,Y,465,S,Y,,0,,0,,,,,,,,,,,2,RICHARD,EVANS,BRANDON,EVANS,,,,,,,2,3
JOSEPHINE,,FLEMING,,1/15/1976,666397818,Female,AK,327264,206,AKUTAN AVE,D,FORT RICHARDSON,AK,99505,1332,9072232081,2,X,FALSE,0,362,1,5,PROBABLE PROP OWNER EVER,,362,S,N,,0,,0,,,,,,,,,,,22,JOSEPHINE,FLEMING,SHERRY,DRLOGZ,AUDREY,NIDGICK,AMANDA,TAADQ,DANIEL,GEDRIN,12,18
TAMMY,RENAE,BLACKMON,,6/8/1959,666471150,Female,AK,7058459,252,CHILKOOT AVE,A,FORT RICHARDSON,AK,99505,1053,9072291006,2,X,FALSE,1,561,1,5,PROBABLE PROP OWNER EVER,,561,S,N,,0,,1,CARL,BLACKMON,,,,,,,,,3,TAMMY,BLACKMON,RAYMOND,SPEQNAKER,CARL,BLACKMON,,,,,4,3
STEPHANIE,,BACON,,4/4/1971,666239373,Female,AK,7048669,,PO BOX 5477,,FORT RICHARDSON,AK,99505,477,9072279909,2,X,,0,419,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,U,,,0,,0,,,,,,,,,,,3,STEPHANIE,BACON,GREGORY,AGGUR,CATHERINE,BACON,,,,,3,4
LEROY,A,RODRIGUEZ,JR,4/25/1978,666377724,Male,AK,6340221,1060,GAFFNEY RD,7400,FORT WAINWRIGHT,AK,99703,5007,9072235869,2,X,TRUE,1,335,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,334,S,,,0,,1,BART,HAEM,,,,,,,,,2,LEROY,RODRIGUEZ,BART,HAEM,,,,,,,2,4
MARY,SUE,CLAYBOOK,,1/1/1973,666216303,Female,AK,7168506,1371,NORMANDY CT,,FORT WAINWRIGHT,AK,99703,1372,9072239153,2,X,TRUE,2,398,1,3,FAMILY OWNED,Y,398,S,Y,,0,,2,BARBARA,CLAYBOOK,SAMANTHA,AHXEDDS,,,,,,,3,MARY,CLAYBOOK,SAMANTHA,AHXEDDS,BARBARA,CLAYBOOK,,,,,3,4
ALBERT,T,GOODE,,2/19/1948,666257433,Male,AK,6865427,,PO BOX 1218,,GIRDWOOD,AK,99587,1218,9072000400,0,X,,0,0,0,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
BETHLEHEM,,PAGE,,7/2/1949,666295854,Male,AK,7064952,,PO BOX 1235,,GIRDWOOD,AK,99587,1235,9072003249,2,X,,0,680,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,S,,,0,,0,,,,,,,,,,,3,BETHLEHEM,PAGE,JEWEL,GLEHPORD,J,PAGE,,,,,3,4
KEISHIA,,FRANKLIN,,12/26/1971,666693225,Female,AK,6978863,,PO BOX 343,,GIRDWOOD,AK,99587,343,9072233645,2,X,,0,411,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,KEISHIA,FRANKLIN,LORENA,EKAGGANDA,SOKHA,FRANKLIN,,,,,3,4
ANTHONY,,VENTIMIGLI,SR,3/1/1972,666415785,Male,AK,7013306,,PO BOX 737,,GLENNALLEN,AK,99588,737,9072001887,2,X,,0,408,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,4,ANTHONY,VENTIMIGLI,RALPH,VENTIMIGLI,MELISSA,EGGROP,LUCAS,VENTIMIGLI,,,4,4
DARRIN,GENE,MACLEAN,,5/2/1973,666722844,Male,AK,7111423,,PO BOX 752,,GLENNALLEN,AK,99588,752,9072008827,2,X,,0,394,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,U,,,0,,0,,,,,,,,,,,2,DARRIN,MACLEAN,DIANN,MACLEAN,,,,,,,4,4
ROBERT,W,BYRKIT,,12/30/1950,666048417,Male,AK,6568324,1948,MUD BAY RD,,HAINES,AK,99827,,9072276091,2,X,TRUE,2,663,1,5,PROBABLE PROP OWNER EVER,Y,662,S,N,,0,,2,RANDAL,BYRKIT,JOALLO,FEHHQ,,,,,,,3,ROBERT,BYRKIT,JOALLO,FEHHQ,RANDAL,BYRKIT,,,,,3,3
MICHAEL,JAMES,POOR,,2/10/1951,666553137,Male,AK,7208053,,PO BOX 1309,,HAINES,AK,99827,1309,9072270592,2,X,,0,661,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,M,,,0,,0,,,,,,,,,,,3,MICHAEL,POOR,JOSEPH,XUGBIX,TIFFANY,POOR,,,,,3,3
DAVID,D,COLE,,1/1/1954,666564120,Male,AK,5856050,,PO BOX 1425,,HAINES,AK,99827,1425,9072009143,2,X,,0,626,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,3,DAVID,COLE,CHRISTOPHER,NAHAUROS,SUE,COLE,,,,,3,3
GERALDINE,L,BONNETT,,1/1/1943,666355896,Female,AK,7014658,,PO BOX 231,,HAINES,AK,99827,231,9072095149,2,X,,0,758,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,GERALDINE,BONNETT,PATRICK,GLIREMER,,,,,,,2,3
RICHARD,,BALLEW,,1/1/1927,666279786,Male,AK,7204581,,PO BOX 78,,HAINES,AK,99827,78,9072275138,2,X,,0,950,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,RICHARD,BALLEW,LORETTA,AORRAN,TODD,BALLEW,,,,,3,4
RICHARD,S,WASHAM,,11/9/1952,666349956,Male,AK,6295759,,PO BOX 212,,HEALY,AK,99743,212,9072275584,2,X,,0,640,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,RICHARD,WASHAM,JACK,WASHAM,,,,,,,2,2
CAROL,ANN,ERBIN,,6/18/1939,990503077,Female,AK,7690999,1025,DEWBERRY LN,,HOMER,AK,99603,8305,9072299560,1,,TRUE,0,786,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
EBRAHIM,,IJAL,,3/27/1987,990501698,Male,AK,7647389,3987,EL SARINO CT,,HOMER,AK,99603,7511,9072299801,1,,TRUE,0,186,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
GLORIA,,BBOONE,,3/26/1943,666678942,Female,AK,7031397,39073,FIDDLEHEAD CIR,,HOMER,AK,99603,8333,9072095499,2,X,TRUE,2,756,1,6,CURRENT HOMEOWNER,,755,U,Y,,0,,2,FRANK,BBOONE,LLOYD,CAEDRON,,,,,,,3,GLORIA,BBOONE,LLOYD,CAEDRON,FRANK,BBOONE,,,,,4,3
ELRIDGE,,SMITH,,2/12/1959,666648549,Male,AK,6999384,210,ISLAND VIEW CT,,HOMER,AK,99603,7136,9072092963,2,X,TRUE,2,565,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,565,S,,,0,,2,TERI,SMITH,MICHAEL,VILMRON,,,,,,,3,ELRIDGE,SMITH,MICHAEL,VILMRON,TERI,SMITH,,,,,4,5
GARY,D,SANDS,,4/24/1946,666725808,Male,AK,6742245,811,OCEAN DRIVE LOOP,,HOMER,AK,99603,7920,9072094672,2,X,TRUE,1,719,1,5,PROBABLE PROP OWNER EVER,,718,M,N,GARAGE,0,,1,IRELAYNN,SANDS,,,,,,,,,2,GARY,SANDS,IRELAYNN,SANDS,,,,,,,2,3
GLENNA,SUE,KELLY,,1/1/1974,666634656,Female,AK,6364090,,PO BOX 1053,,HOMER,AK,99603,1053,9072095486,2,X,,0,386,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,GLENNA,KELLY,KERRY,KELLY,TONY,KELLY,,,,,3,3
ROCHELLE,,BIGGS,,9/7/1967,666485856,Female,AK,6943769,,PO BOX 1319,,HOMER,AK,99603,1319,9072276742,2,X,,0,462,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,6,ROCHELLE,BIGGS,ROY,BIGGS,JAMES,BIGGS,ROCHELLE,BIGGS,ROY,BIGGS,3,3
JOSEPH,A,BLEDSOE,,3/10/1940,666304302,Male,AK,6506995,,PO BOX 1741,,HOMER,AK,99603,1741,9072231794,2,X,,0,792,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,4,JOSEPH,BLEDSOE,TROY,BLEDSOE,JOSEPH,BLEDSOE,TROY,BLEDSOE,,,3,4
PHILLIP,,HUMPHRIES,,6/23/1972,666571104,Male,AK,6737661,,PO BOX 2153,,HOMER,AK,99603,2153,9072273902,2,X,,0,405,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,2,PHILLIP,HUMPHRIES,CATHERINE,HUMPHRIES,,,,,,,2,3
SYLVIA,A,FUCHUCK,,5/30/1962,666505083,Female,AK,6813483,,PO BOX 2236,,HOMER,AK,99603,2236,9072290869,2,X,,0,526,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,SYLVIA,FUCHUCK,DION,SPMMA,CASSANDRA,FUCHUCK,,,,,5,3
GARY,,HALL,,1/1/1961,666727962,Male,AK,6971594,,PO BOX 2451,,HOMER,AK,99603,2451,9072094599,2,X,,0,542,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,GARY,HALL,LARRY,HALL,,,,,,,2,3
ROBERT,,BRAY,,4/5/1971,666299238,Male,AK,7036867,,PO BOX 3009,,HOMER,AK,99603,3009,9072295112,2,X,,0,419,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,2,ROBERT,BRAY,JAMIESON,WRQSL,,,,,,,2,2
ALYCIA,C,BRAATEN,,1/9/1948,666693519,Female,AK,7085702,408,GARTEENI HIGH WAY,,HOONAH,AK,99829,,9072000874,2,X,TRUE,2,698,1,,UNKNOWN (SUBJECT FOUND PERSON ,,698,M,,,0,,2,JOANN,BRAATEN,DENISE,YUDWGE,,,,,,,3,ALYCIA,BRAATEN,JOANN,BRAATEN,DENISE,YUDWGE,,,,,3,3
BRUCE,A,BEYER,,2/14/1971,666492003,Male,AK,471560,,PO BOX 538,,HOONAH,AK,99829,538,9072004634,2,X,,0,421,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,S,,,0,,0,,,,,,,,,,,11,BRUCE,BEYER,DOUGLAS,BEYER,LARRY,BEYER,WILLIAM,BEYER,BECKY,BEYER,11,14
LARRY,E,BARNETT,,1/9/1929,666570594,Male,AK,1077118,,PO BOX 67,,HOOPER BAY,AK,99604,67,9072235053,2,X,,0,926,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,11,LARRY,BARNETT,DIANE,FORSEFSON,STARLA,VENAR,JANET,BIGGUNS,KEITH,CEQGIR,11,11
KENNETH,R,WAGGONER,,3/7/1964,666490386,Male,AK,6790182,,PO BOX 148,,HYDER,AK,99923,148,9072234122,2,X,,0,504,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,KENNETH,WAGGONER,DIANNE,DUBLERDSON,MAGEN,WAGGONER,,,,,4,4
MARSHA,J,BUSTIN,,7/26/1948,666525774,Female,AK,7092796,326,4TH ST,807,JUNEAU,AK,99801,1166,9072238782,2,X,TRUE,2,692,1,5,PROBABLE PROP OWNER EVER,Y,691,S,N,,0,,2,ROYCE,BUSTIN,QUAND,BO,,,,,,,5,MARSHA,BUSTIN,QUAND,BO,MARSHA,BUSTIN,ROYCE,BUSTIN,QUAND,BO,4,3
MARIA,S,BREAZEALE,,11/19/1964,666485121,Female,AK,6734537,1071,ARCTIC CIR,,JUNEAU,AK,99801,8754,9072238037,2,X,TRUE,3,496,1,5,PROBABLE PROP OWNER EVER,,496,S,N,GARAGE,1,,3,DONALD,BREAZEALE,MICHAEL,BREAZEALE,LINDA,GRAASSIR,,,,,4,MARIA,BREAZEALE,MICHAEL,BREAZEALE,LINDA,GRAASSIR,DONALD,BREAZEALE,,,4,5
ANNE,L,LOVE,,1/30/1950,666274044,Female,AK,6958205,8207,ASPEN AVE,,JUNEAU,AK,99801,8904,9072001662,2,X,TRUE,3,674,1,5,PROBABLE PROP OWNER EVER,,673,S,N,GARAGE,2,,3,CHARLES,LOVE,MARIGLO,LOVE,ALEX,HUDENOS,,,,,4,ANNE,LOVE,CHARLES,LOVE,ALEX,HUDENOS,MARIGLO,LOVE,,,5,5
